Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Diseases of Immune System	9/35	1.4506496827069546E-5	3.6661873799321215E-4	0	0	7.615783410138249	84.8467876482469	IKBKB;FGB;NFKBIA;FGA;FGG;LY96;NFKB1;MYD88;NFKB2
Prostanoid Ligand Receptors	5/9	1.7427809428819504E-5	4.3219382381603437E-4	0	0	27.40682339449541	300.3087156952528	PTGER4;PTGDR2;PTGER1;PTGER2;PTGER3
Ficolins Bind to Repetitive Carbohydrate Structures on the Target Cell Surface	4/5	1.7723056084542415E-5	4.3219382381603437E-4	0	0	87.61512027491409	958.5658541728482	FCN1;FCN2;FCN3;MASP2
Activation of AMPK Downstream of NMDARs	8/28	1.8804255361818254E-5	4.506537060849547E-4	0	0	8.793095512082854	95.68143012567441	PRKAA1;PRKAB2;PRKAA2;TUBB1;PRKAG1;PRKAG2;PRKAB1;PRKAG3
Signal Transduction by L1	7/21	2.0616311041184458E-5	4.697815138892852E-4	0	0	10.982183908045977	118.4914825296249	ITGB1;ITGB3;ITGAV;ITGA5;L1CAM;EGFR;MAPK3
Synaptic Adhesion-Like Molecules	7/21	2.0616311041184458E-5	4.697815138892852E-4	0	0	10.982183908045977	118.4914825296249	GRIA1;GRIN2A;GRIN2C;GRIN2B;GRIN1;GRIN2D;GRIA4
Unblocking of NMDA Receptors, Glutamate Binding and Activation	7/21	2.0616311041184458E-5	4.697815138892852E-4	0	0	10.982183908045977	118.4914825296249	GRIA1;GRIN2A;GRIN2C;GRIN2B;GRIN1;GRIN2D;GRIA4
G Alpha (I) Signalling Events	31/316	2.576907202771047E-5	5.777259696535089E-4	0	0	2.422039732901995	25.59208451810905	OPRD1;CHRM2;APP;CXCL6;CXCL8;PTGDR2;CHRM4;PTGER3;OPRL1;CXCR4;CXCL1;CXCL3;CXCL2;CXCL5;HRH4;C3AR1;PPY;PDE4A;TAS1R2;GABBR2;GABBR1;ANXA1;NPY5R;HTR1D;HTR1B;OPRK1;PPBP;OPRM1;POMC;GNAS;PF4
TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation	15/102	3.735132385026097E-5	8.241006373311547E-4	0	0	3.8075046003680293	38.81805083766165	IKBIP;APP;LY96;ECSIT;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;MAPK11;TP53;MYD88;SKP1;MAPK3
MyD88 Dependent Cascade Initiated on Endosome	15/103	4.197445445266016E-5	9.116326826437128E-4	0	0	3.7640397595443997	37.93568407564733	IKBIP;APP;LY96;ECSIT;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;MAPK11;TP53;MYD88;SKP1;MAPK3
Fibronectin Matrix Formation	4/6	5.131537574144518E-5	0.0010973595735478275	0	0	43.805269186712486	432.6874281322361	ITGB1;CEACAM1;CEACAM8;ITGA5
Signaling by Receptor Tyrosine Kinases	44/536	5.211023563613965E-5	0.0010974731444580927	0	0	2.000224480035917	19.72651218990867	GABRB3;ITGB1;GABRB2;GABRB1;FLT1;ITGB3;PSEN2;PTPRJ;PLAT;PSEN1;FGF1;FGF2;PCSK5;EGFR;FGF4;CDH5;RPS6KA3;NCSTN;ERBB3;ATP6V0A2;ITGAV;CTSD;MAPK3;NTRK1;GABRQ;GABRA1;NTRK2;PDPK1;NTRK3;MST1;VEGFC;PTPN12;GAB2;MAPK14;GABRG3;GRIN2B;ESR1;GABRG2;MAPK13;TIAM1;MAPK11;PGR;GRB2;BCAR1
Cardiac Conduction	17/130	5.444041065247234E-5	0.0011176899744060368	0	0	3.3254784935171844	32.650890800600976	KCNH2;KCND1;KCND2;MME;KCND3;CACNA2D2;CACNB1;SCN10A;FXYD3;SCN8A;SCN9A;SCN7A;SCN4A;SCN2A;SCN4B;SCN1A;CES1
Interleukin-6 Family Signaling	7/24	5.467835846015144E-5	0.0011176899744060368	0	0	9.042731575388776	88.74575260648241	IL11;CNTF;IL6;CTF1;OSM;OSMR;IL6R
Regulated Proteolysis of p75NTR	5/11	5.936350550620904E-5	0.001188229547996783	0	0	18.269304281345565	177.79378003312144	NGFR;NCSTN;PSEN2;PSEN1;NFKB1
Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways	11/61	6.0642172456696364E-5	0.001188229547996783	0	0	4.8453348729792145	47.050721151023836	IKBKB;APP;CYLD;MAPK11;BCL2;NLRP3;MAPK14;NFKB1;MAPK13;NFKB2;BCL2L1
Peptide Ligand-Binding Receptors	22/198	6.0693739501993945E-5	0.001188229547996783	0	0	2.7700292397660817	26.8960698183702	OPRD1;APP;CXCL6;ANXA1;CXCL8;NPY5R;OPRL1;TACR3;CXCR4;OPRK1;CXCL1;PPBP;OPRM1;CXCL3;CXCL2;CXCL5;POMC;EDNRA;C3AR1;PPY;PROK2;PF4
Axon Guidance	44/541	6.469611970994427E-5	0.001248994533289202	0	0	1.979570097656769	19.09455572098353	ITGB1;NCAN;ITGB3;PSEN2;CXCR4;CACNA1D;PSEN1;EGFR;RPS6KA3;NCSTN;RPS19;TUBB1;SCN9A;SCN7A;ITGAV;CACNA1S;SCN1A;MAPK3;EPHA4;TRPC6;EPHA8;CNTN6;GAB2;L1CAM;GRIN2B;RBX1;GRIN1;CACNB1;TIAM1;SCN10A;NFASC;RPS28;LHX3;SCN8A;KCNQ2;KCNQ3;CNTN1;CNTN2;GRB2;SCN4A;ITGA5;SCN2A;SCN4B;EPHA3
Toll Like Receptor 7 8 (TLR7 8) Cascade	15/107	6.588266998886809E-5	0.0012544782367743374	0	0	3.5996292746898013	34.65591724346448	IKBIP;APP;LY96;ECSIT;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;MAPK11;TP53;MYD88;SKP1;MAPK3
Voltage Gated Potassium Channels	9/43	8.455352674325118E-5	0.00158823516450161	0	0	5.821394686907021	54.5937715397325	KCNH2;KCND1;KCND2;KCND3;KCNQ2;KCNQ3;KCNQ4;KCNA10;KCNQ5
Toll Like Receptor 9 (TLR9) Cascade	15/110	9.093299828085599E-5	0.001654936885868113	0	0	3.485407253632922	32.43306545725497	IKBIP;APP;LY96;ECSIT;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;MAPK11;TP53;MYD88;SKP1;MAPK3
MyD88 Cascade Initiated on Plasma Membrane	14/98	9.286696194080059E-5	0.001654936885868113	0	0	3.6769022788721513	34.13762048488459	IKBIP;APP;ECSIT;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;MAPK11;TP53;MYD88;SKP1;MAPK3
Toll Like Receptor 10 (TLR10) Cascade	14/98	9.286696194080059E-5	0.001654936885868113	0	0	3.6769022788721513	34.13762048488459	IKBIP;APP;ECSIT;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;MAPK11;TP53;MYD88;SKP1;MAPK3
Toll Like Receptor 5 (TLR5) Cascade	14/98	9.286696194080059E-5	0.001654936885868113	0	0	3.6769022788721513	34.13762048488459	IKBIP;APP;ECSIT;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;MAPK11;TP53;MYD88;SKP1;MAPK3
Nervous System Development	45/567	9.500979867049955E-5	0.0016716913943290428	0	0	1.927325099469496	17.849980245698575	ITGB1;NCAN;ITGB3;PSEN2;CXCR4;CACNA1D;PSEN1;EGFR;RPS6KA3;NCSTN;RPS19;MPZ;TUBB1;SCN9A;SCN7A;ITGAV;CACNA1S;SCN1A;MAPK3;EPHA4;TRPC6;EPHA8;CNTN6;GAB2;L1CAM;GRIN2B;RBX1;GRIN1;CACNB1;TIAM1;SCN10A;NFASC;RPS28;LHX3;SCN8A;KCNQ2;KCNQ3;CNTN1;CNTN2;GRB2;SCN4A;ITGA5;SCN2A;SCN4B;EPHA3
TP53 Regulates Transcription of Death Receptors and Ligands	5/12	9.809144778484309E-5	0.0017043389052616487	0	0	15.658584534731324	144.522634259796	IGFBP3;TNFRSF10A;TP53;TP63;TP73
PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	15/111	1.0095510551494323E-4	0.0017324199411596118	0	0	3.448919663573086	31.73293951047132	NTRK2;NTRK3;IL1RAP;GAB2;FGF1;FGF2;ESR1;EGFR;FGF4;IL1RL1;ERBB3;CD19;GRB2;MYD88;MAPK3
Elastic Fibre Formation	9/44	1.0220031307560299E-4	0.0017324199411596118	0	0	5.654772876892692	51.95930930632367	ITGB1;MFAP4;ITGB5;ELN;ITGB3;ITGB8;ITGAV;ITGB6;ITGA5
IkBA Variant Leads to EDA-ID	4/7	1.1556699653545317E-4	0.0019353990986057817	0	0	29.201985490645285	264.73527585931777	IKBKB;NFKBIA;NFKB1;NFKB2
Integrin Signaling	7/27	1.2503749524843112E-4	0.002069072838039515	0	0	7.6851149425287355	69.06533568123756	FGB;FGA;PDPK1;ITGB3;FGG;GRB2;BCAR1
Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell	23/223	1.3088105777870915E-4	0.0021402902389694787	0	0	2.548179156908665	22.78383452630168	ITGB1;SIGLEC9;VCAM1;ITGA4;SIGLEC12;CD300A;ITGB2;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;TREM1;ICAM1;HLA-E;RAET1E;CD19;ITGB7;MADCAM1;CD300C;SIGLEC8;SIGLEC7;SIGLEC6
Interleukin-1 Signaling	14/102	1.4394655789298937E-4	0.0023265780868750607	0	0	3.509032971663331	31.041145871222593	IKBIP;APP;IL1R1;IRAK3;IL1RAP;NFKB1;RBX1;NFKB2;NFKBIA;IKBKB;IL1B;TP53;MYD88;SKP1
Interleukin-10 Signaling	9/46	1.4682992657677376E-4	0.00234590342461742	0	0	5.348549009839332	47.20755369527809	IL6;CXCL8;IL1R1;IL1B;CXCL1;PTGS2;CXCL2;TNF;ICAM1
Synthesis of Bile Acids and Bile Salts via 24-Hydroxycholesterol	5/13	1.5364923192959812E-4	0.002399690251484735	0	0	13.700544724770642	120.30226741488185	AKR1C1;AKR1D1;AKR1C3;AKR1C2;AKR1C4
Trafficking and Processing of Endosomal TLR	5/13	1.5364923192959812E-4	0.002399690251484735	0	0	13.700544724770642	120.30226741488185	CTSL;CTSK;CTSV;CTSS;CTSB
TRP Channels	7/28	1.6044879220417294E-4	0.00247804245737556	0	0	7.318773946360153	63.94804876821221	TRPC6;TRPA1;TRPV3;TRPM8;TRPV1;TRPM5;TRPM4
Molecules Associated With Elastic Fibres	8/37	1.6455415900526083E-4	0.0025135195716188196	0	0	6.0613467719534935	52.80809453766722	ITGB1;MFAP4;ITGB5;ELN;ITGB3;ITGB8;ITGAV;ITGB6
ER-Phagosome Pathway	12/80	1.8106982536644377E-4	0.0027357288832538787	0	0	3.8874532471948315	33.49673782044159	IKBKB;FGB;FGA;FGG;HLA-B;HLA-C;LY96;HLA-A;HLA-F;HLA-G;MYD88;HLA-E
Death Receptor Signaling	18/157	1.8604198148802265E-4	0.002780627465251091	0	0	2.8618855788477484	24.582275511538512	RTN4R;NGFR;SPPL2B;PSEN2;XIAP;TNFRSF10A;PSEN1;SORCS3;TNF;NFKB1;NET1;NFKBIA;IKBKB;TIAM1;CYLD;NCSTN;MYD88;ITGB3BP
Negative Regulation of the PI3K AKT Network	15/118	2.0218923251879512E-4	0.002978324395369589	0	0	3.2133444461964724	27.333692763667372	NTRK2;NTRK3;IL1RAP;GAB2;FGF1;FGF2;ESR1;EGFR;FGF4;IL1RL1;ERBB3;CD19;GRB2;MYD88;MAPK3
Energy Dependent Regulation of mTOR by LKB1-AMPK	7/29	2.0355454500727406E-4	0.002978324395369589	0	0	6.9857366771159874	59.37580367716348	PRKAA1;PRKAB2;PRKAA2;PRKAG1;PRKAG2;PRKAB1;PRKAG3
ZBP1(DAI) Mediated Induction of Type I IFNs	6/21	2.1512432531120256E-4	0.00311482096023512	0	0	8.7752009184845	74.10038032322225	IKBKB;NFKBIA;NLRP4;NFKB1;MYD88;NFKB2
AMPK Inhibits chREBP Transcriptional Activation Activity	4/8	2.230981628522353E-4	0.003132388347117243	0	0	21.900343642611684	184.13587064949712	PRKAB2;PRKAA2;ADIPOQ;PRKAG2
Defective CSF2RA Causes SMDP4	4/8	2.230981628522353E-4	0.003132388347117243	0	0	21.900343642611684	184.13587064949712	SFTPA2;CSF2RB;SFTPA1;CSF2RA
Defective CSF2RB Causes SMDP5	4/8	2.230981628522353E-4	0.003132388347117243	0	0	21.900343642611684	184.13587064949712	SFTPA2;CSF2RB;SFTPA1;CSF2RA
Carnitine Shuttle	5/14	2.303984165396342E-4	0.0031708296929712034	0	0	12.177624872579	101.99613875628427	PRKAB2;PRKAA2;PRKAG2;THRSP;PPARD
Synthesis of Bile Acids and Bile Salts via 27-Hydroxycholesterol	5/14	2.303984165396342E-4	0.0031708296929712034	0	0	12.177624872579	101.99613875628427	AKR1C1;AKR1D1;AKR1C3;AKR1C2;AKR1C4
Platelet Aggregation (Plug Formation)	8/39	2.426457821471266E-4	0.003306643501808882	0	0	5.669698207060396	47.19404549633787	FGB;FGA;PDPK1;ITGB3;FGG;GP1BA;GRB2;BCAR1
Muscle Contraction	21/204	2.5909088473610183E-4	0.0034964692211959373	0	0	2.5390684847556306	20.968469632986015	KCNH2;MYBPC1;ANXA1;KCND1;KCND2;MME;ITGB5;KCND3;CACNA2D2;MYLK;CACNB1;SCN10A;FXYD3;SCN8A;SCN9A;SCN7A;SCN4A;SCN2A;SCN4B;SCN1A;CES1
Regulation of TLR by Endogenous Ligand	6/22	2.84885389926614E-4	0.003807602807673014	0	0	8.226320321469576	67.1549374467334	FGB;FGA;SFTPA2;FGG;LY96;SFTPA1
Antigen Presentation Folding, Assembly and Peptide Loading of Class I MHC	7/31	3.1768584609475335E-4	0.00420555548639721	0	0	6.4029214559386975	51.57199515430139	HSPA5;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;HLA-E
p130Cas Linkage to MAPK Signaling for Integrins	5/15	3.331594921673897E-4	0.004287886056598812	0	0	10.959288990825687	87.74981295829055	FGB;FGA;ITGB3;FGG;BCAR1
Eicosanoid Ligand-Binding Receptors	5/15	3.331594921673897E-4	0.004287886056598812	0	0	10.959288990825687	87.74981295829055	PTGER4;PTGDR2;PTGER1;PTGER2;PTGER3
GRB2 SOS Provides Linkage to MAPK Signaling for Integrins	5/15	3.331594921673897E-4	0.004287886056598812	0	0	10.959288990825687	87.74981295829055	FGB;FGA;ITGB3;FGG;GRB2
P75 NTR Receptor-Mediated Signalling	13/98	3.46356047281902E-4	0.004406694144902847	0	0	3.370016339869281	26.85243602887348	RTN4R;NGFR;PSEN2;PSEN1;SORCS3;NFKB1;NET1;NFKBIA;IKBKB;TIAM1;NCSTN;MYD88;ITGB3BP
MTOR Signalling	8/41	3.4873119132324687E-4	0.004406694144902847	0	0	5.3255221954876735	42.397596073703234	PRKAA1;PRKAB2;PRKAA2;AKT1S1;PRKAG1;PRKAG2;PRKAB1;PRKAG3
Long-term Potentiation	6/23	3.7122859045484775E-4	0.004648718384975121	0	0	7.742013912338758	61.15178752095022	GRIA1;GRIN2A;GRIN2C;GRIN2B;GRIN1;GRIN2D
Adrenoceptors	4/9	3.876357099299951E-4	0.004786328602928797	0	0	17.519358533791525	137.6223495367034	ADRB3;ADRA1D;ADRA1B;ADRA1A
MAPK1 MAPK3 Signaling	25/271	3.891044116050029E-4	0.004786328602928797	0	0	2.2516365128440015	17.679090737232563	ITGB3;CSF2RB;ABHD17C;FGF1;FGF2;CSF2RA;EGFR;FGF4;ERBB3;GOLGA7;IL6R;MAPK3;FGB;FGA;ICMT;ANGPT1;FGG;GRIN2B;GRIN2D;GRIN1;RBX1;IL6;ABHD17B;GRB2;BCL2L1
Protein-protein Interactions at Synapses	12/88	4.4818882757630493E-4	0.0054647585116759986	0	0	3.47678734408275	26.807059288480442	GRIA1;GRIN2A;NLGN4X;NRXN1;NTRK3;NRXN2;IL1RAP;GRIN2C;GRIN2B;GRIA4;GRIN1;GRIN2D
p75NTR Signals via NF-kB	5/16	4.671743378046877E-4	0.005598037323694102	0	0	9.962468723936613	76.40026040381716	IKBKB;NFKBIA;NGFR;NFKB1;MYD88
NRIF Signals Cell Death From the Nucleus	5/16	4.671743378046877E-4	0.005598037323694102	0	0	9.962468723936613	76.40026040381716	NGFR;NCSTN;PSEN2;PSEN1;ITGB3BP
Assembly and Cell Surface Presentation of NMDA Receptors	8/43	4.898236774916949E-4	0.005819272749687658	0	0	5.020680585237547	38.26494172544643	GRIN2A;GRIN3B;GRIN3A;TUBB1;GRIN2C;GRIN2B;GRIN1;GRIN2D
Selective Autophagy	12/89	4.977512642359218E-4	0.005863341163457045	0	0	3.43145409503791	26.097615546719258	PRKAB2;PRKAA2;TUBB1;PRKAG1;PRKAG2;PLIN3;PLIN2;PRKAB1;PRKAG3;CFTR;TOMM5;ATG5
Metabolism of Amino Acids and Derivatives	30/358	5.56163246601232E-4	0.006462794067872886	0	0	2.0295807296915944	15.21058865674425	OAT;SLC25A2;ODC1;HNMT;FTCD;GCSH;TPO;RPS19;CGA;SLC36A4;AASS;DUOX2;PHYKPL;AGXT2;BHMT2;PYCR1;BBOX1;ASNS;KMO;AZIN1;SLC25A15;BHMT;GLUD2;RPS28;CPS1;BCAT1;SLC25A12;ASPA;BCAT2;SLC25A13
Platelet Activation, Signaling and Aggregation	24/262	5.57939056219242E-4	0.006462794067872886	0	0	2.2325553902686512	16.724654723136762	FGB;APP;FGA;DGKE;TRPC6;HSPA5;PDPK1;ITGB3;SERPINF2;FGG;VEGFC;GP1BA;PPBP;MAPK14;ORM2;ABHD12;ALB;HABP4;SERPING1;GRB2;MGLL;BCAR1;PF4;MAPK3
Inflammasomes	6/25	6.042195713164347E-4	0.006941034744874746	0	0	6.926339960118436	51.33507352673371	APP;BCL2;NLRP3;NFKB1;NFKB2;BCL2L1
Diseases Associated With Surfactant Metabolism	4/10	6.236648346924755E-4	0.007105689510020828	0	0	14.598701794578083	107.73692226080931	SFTPA2;CSF2RB;SFTPA1;CSF2RA
IL-6-type Cytokine Receptor Ligand Interactions	5/17	6.380641719911973E-4	0.007152493540869066	0	0	9.13178516819572	67.1831982005408	IL11;CNTF;CTF1;OSM;OSMR
RIP-mediated NFkB Activation via ZBP1	5/17	6.380641719911973E-4	0.007152493540869066	0	0	9.13178516819572	67.1831982005408	IKBKB;NFKBIA;NFKB1;MYD88;NFKB2
Inwardly Rectifying K+ Channels	7/35	6.973696623728541E-4	0.007754750645586138	0	0	5.487068965517241	39.881086812201865	GABBR2;KCNJ5;GABBR1;KCNJ6;KCNJ9;KCNJ1;KCNJ3
Cellular Responses to Mechanical Stimuli	12/93	7.44626576136135E-4	0.008149849927789193	0	0	3.261314493684436	23.490034128016383	ITGB1;IKBKB;NFKBIA;CDH5;CAPNS1;PDPK1;ITGB3;GNAS;NLRP3;ITGAV;ITGA5;NFKB1
Response of Endothelial Cells to Shear Stress	12/93	7.44626576136135E-4	0.008149849927789193	0	0	3.261314493684436	23.490034128016383	ITGB1;IKBKB;NFKBIA;CDH5;CAPNS1;PDPK1;ITGB3;GNAS;NLRP3;ITGAV;ITGA5;NFKB1
Chemokine Receptors Bind Chemokines	9/57	7.795605309020033E-4	0.008465540140263943	0	0	4.120463709677419	29.48925317045633	CXCL6;CXCL8;CXCR4;CXCL1;PPBP;CXCL3;CXCL2;CXCL5;PF4
Acetylcholine Inhibits Contraction of Outer Hair Cells	3/5	7.86247397563769E-4	0.00847196808227627	0	0	32.816361556064074	234.57919747852634	KCNMA1;CHRNA9;CHRNA10
Cell Recruitment (Pro-Inflammatory Response)	6/27	9.370650422544698E-4	0.009867578854043282	0	0	6.266032474987699	43.691527207958295	APP;IL1B;C3AR1;NLRP3;NFKB1;NFKB2
Purinergic Signaling in Leishmaniasis Infection	6/27	9.370650422544698E-4	0.009867578854043282	0	0	6.266032474987699	43.691527207958295	APP;IL1B;C3AR1;NLRP3;NFKB1;NFKB2
Syndecan Interactions	6/27	9.370650422544698E-4	0.009867578854043282	0	0	6.266032474987699	43.691527207958295	ITGB1;ITGB5;ITGB3;ITGAV;ITGA6;FGF2
Constitutive Signaling by Aberrant PI3K in Cancer	11/83	9.759531629263846E-4	0.010199811251636652	0	0	3.3609346933538617	23.29832181468914	NTRK2;ERBB3;CD19;NTRK3;GRB2;GAB2;FGF1;FGF2;ESR1;EGFR;FGF4
MyD88-independent TLR4 Cascade	13/110	0.0010560983591592083	0.010793946464936026	0	0	2.951245704467354	20.225400196343834	IKBIP;APP;LY96;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;MAPK11;TP53;SKP1;MAPK3
PI3K AKT Signaling in Cancer	13/110	0.0010560983591592083	0.010793946464936026	0	0	2.951245704467354	20.225400196343834	NTRK2;PDPK1;NTRK3;GAB2;FGF1;FGF2;ESR1;EGFR;FGF4;ERBB3;CD19;AKT1S1;GRB2
TRIF (TICAM1)-mediated TLR4 Signaling	13/110	0.0010560983591592083	0.010793946464936026	0	0	2.951245704467354	20.225400196343834	IKBIP;APP;LY96;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;MAPK11;TP53;SKP1;MAPK3
Mitochondrial Biogenesis	12/97	0.0010864475590316221	0.01102308107338653	0	0	3.107188031281877	21.206067456697657	MED1;MAPK11;PRKAB2;GLUD2;PRKAA2;TGS1;PRKAG1;PRKAG2;PPARA;MAPK14;PRKAB1;PRKAG3
MyD88 Deficiency (TLR2 4)	5/19	0.0011145762467471452	0.011226528862163274	0	0	7.8264252948885975	53.214064759020594	FGB;FGA;FGG;LY96;MYD88
CREB1 Phosphorylation Through NMDA Receptor-Mediated Activation of RAS Signaling	6/28	0.0011488703818614103	0.011488703818614103	0	0	5.980899697317608	40.48456708371106	RPS6KA3;PDPK1;GRIN2B;MAPK3;GRIN1;GRIN2D
Peptide Hormone Metabolism	11/86	0.0013135281100654132	0.013041457664220888	0	0	3.22598922247883	21.404562847161607	POMC;ACE2;ACE;MME;LEP;CTSZ;REN;CGA;CTSD;CES1;CRHR2
Aspartate and Asparagine Metabolism	4/12	0.0013701435452993023	0.013377317024856311	0	0	10.947880870561283	72.17762436825467	ASNS;SLC25A12;ASPA;SLC25A13
Reversible Hydration of Carbon Dioxide	4/12	0.0013701435452993023	0.013377317024856311	0	0	10.947880870561283	72.17762436825467	CA12;CA1;CA3;CA2
Activation of G Protein Gated Potassium Channels	6/29	0.0013954755169814138	0.013377317024856311	0	0	5.720561074227525	37.60994347635175	GABBR2;KCNJ5;GABBR1;KCNJ6;KCNJ9;KCNJ3
G Protein Gated Potassium Channels	6/29	0.0013954755169814138	0.013377317024856311	0	0	5.720561074227525	37.60994347635175	GABBR2;KCNJ5;GABBR1;KCNJ6;KCNJ9;KCNJ3
Inhibition of Voltage Gated Ca2+ Channels via Gbeta Gamma Subunits	6/29	0.0013954755169814138	0.013377317024856311	0	0	5.720561074227525	37.60994347635175	GABBR2;KCNJ5;GABBR1;KCNJ6;KCNJ9;KCNJ3
IRAK4 Deficiency (TLR2 4)	5/20	0.0014329196492279558	0.013549376275012643	0	0	7.304281345565749	47.82873521218251	FGB;FGA;FGG;LY96;MYD88
Signalling to RAS	5/20	0.0014329196492279558	0.013549376275012643	0	0	7.304281345565749	47.82873521218251	NTRK1;MAPK11;GRB2;MAPK14;MAPK13
Platelet Degranulation	14/128	0.001476319175622012	0.013860601395799355	0	0	2.7050273424000326	17.63191823782963	FGB;APP;FGA;HSPA5;ITGB3;SERPINF2;FGG;VEGFC;PPBP;ORM2;ALB;HABP4;SERPING1;PF4
RAF MAP Kinase Cascade	23/265	0.0014867550288345651	0.013860601395799355	0	0	2.101259024135328	13.681632377384316	FGB;FGA;ICMT;ANGPT1;ITGB3;FGG;CSF2RB;ABHD17C;FGF1;GRIN2B;FGF2;CSF2RA;EGFR;GRIN2D;GRIN1;FGF4;RBX1;ERBB3;ABHD17B;GRB2;GOLGA7;BCL2L1;MAPK3
MAPK Family Signaling Cascades	26/314	0.0014957483520646785	0.013860601395799355	0	0	1.9980986421203812	12.997888677306081	ITGB3;CSF2RB;ABHD17C;FGF1;FGF2;CSF2RA;EGFR;FGF4;ERBB3;GOLGA7;IL6R;RAG1;MAPK3;FGB;FGA;ICMT;ANGPT1;FGG;GRIN2B;GRIN2D;GRIN1;RBX1;IL6;ABHD17B;GRB2;BCL2L1
G Alpha (S) Signalling Events	16/158	0.0015971701129829689	0.014702426867856468	0	0	2.483977032929283	15.99562449042933	ITGB1;PTGER4;VIPR2;PTGER2;GCGR;CRHR2;POMC;HTR6;HTR7;ADRB3;HRH2;GNAS;PDE3A;PDE4A;ITGA5;CGA
SUMOylation of Intracellular Receptors	6/30	0.0016804610805966937	0.015367374355456608	0	0	5.4819173363949485	35.02225440850003	AR;PGR;PPARG;NR3C1;PPARA;ESR1
ECM Proteoglycans	10/76	0.0017306458840130265	0.015722861299203313	0	0	3.330362448009507	21.17864268864798	ITGB1;APP;VCAN;ITGB5;TNN;ITGB3;NCAN;ITGAV;ITGB6;HAPLN1
Adaptive Immune System	56/854	0.001770935705278579	0.015984419677514447	0	0	1.5663397226317926	9.924715720981489	ITGB1;SIGLEC9;ITGB5;ITGB2;PTPRJ;CTSV;TREM1;CTSS;ICAM1;IKBKB;CTSO;CTSL;CTSK;TUBB1;ITGAV;ITGB7;MADCAM1;CTSF;CTSD;CTSB;SKP1;FGB;FGA;ITGA4;PDPK1;CD300A;FGG;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;RBX1;HLA-E;CD300C;LY96;FBXO41;ANAPC11;KLC3;KLC2;CD19;BTLA;RILP;BTNL8;VCAM1;HSPA5;SIGLEC12;NFKB1;NFKBIA;CD4;RAET1E;GRB2;SIGLEC8;SIGLEC7;SIGLEC6;MYD88
Mitochondrial tRNA Aminoacylation	5/21	0.001813482296237343	0.0161585922549353	0	0	6.847405389908257	43.22429008353864	PARS2;NARS2;TARS2;EARS2;WARS2
Negative Regulation of NMDA Receptor-Mediated Neuronal Transmission	5/21	0.001813482296237343	0.0161585922549353	0	0	6.847405389908257	43.22429008353864	GRIN2A;GRIN2C;GRIN2B;GRIN1;GRIN2D
Dissolution of Fibrin Clot	4/13	0.001910810303626873	0.016810293177476923	0	0	9.730940562555682	60.917905448741905	SERPINB2;SERPINF2;PLAT;SERPINB8
NF-kB Is Activated and Signals Survival	4/13	0.001910810303626873	0.016810293177476923	0	0	9.730940562555682	60.917905448741905	IKBKB;NFKBIA;NGFR;NFKB1
FGFR1 Mutant Receptor Activation	6/31	0.002007528339902646	0.017550090518645776	0	0	5.262365097588978	32.683765503626624	GRB2;LRRFIP1;GAB2;FGF1;FGF2;FGF4
Nuclear Receptor Transcription Pathway	8/53	0.0020358760270037645	0.017686672984595204	0	0	3.9029280143204192	24.185777787473768	MED1;AR;PGR;PPARG;NR3C1;PPARA;ESR1;PPARD
Response to Elevated Platelet Cytosolic Ca2+	14/133	0.002125716760839608	0.018352461475571773	0	0	2.5906891145797832	15.942184314071506	FGB;APP;FGA;HSPA5;ITGB3;SERPINF2;FGG;VEGFC;PPBP;ORM2;ALB;HABP4;SERPING1;PF4
Toll Like Receptor 3 (TLR3) Cascade	12/106	0.0023451942877138867	0.020122346048903103	0	0	2.8083630549747878	17.005725214728475	NFKBIA;IKBKB;IKBIP;APP;RPS6KA3;MAPK11;MAPK14;TP53;NFKB1;SKP1;NFKB2;MAPK3
DEx H-box Helicases Activate Type I IFN and Inflammatory Cytokines Production	3/7	0.0025754034881784464	0.021556674887656457	0	0	16.40646453089245	97.81122453932623	MYD88;NFKB1;NFKB2
